release_year,release_month,budget,popularity,runtime,vote_average,vote_count,lang_en,lang_others,genre_action,genre_adventure,genre_animation,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_history,genre_horror,genre_music,genre_mystery,genre_romance,genre_science_fiction,genre_tv_movie,genre_thriller,genre_war,genre_western,revenue,ROI,ROI_category
2004,10,10000000,3.4907,92,5.906,2981,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,183474602,1734.74602,No Risk
2024,10,16000000,3.6709,94,7.505,96,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10591426,-33.8035875,Medium Risk
2015,5,0,2.7415,133,5.993,76,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6906250,inf,No Risk
2007,6,175000000,3.6877,96,5.578,4335,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,174440724,-0.3195862857142857,Medium Risk
2016,7,20000000,2.5832,100,6.502,4112,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183936074,819.68037,No Risk
1994,3,4400000,3.2225,117,6.769,2760,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,245700832,5484.109818181818,No Risk
2003,7,78000000,3.1487,110,5.97,4094,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,179265204,129.8271846153846,No Risk
2003,4,28000000,4.0267,90,7.177,3953,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,90259536,222.35548571428572,No Risk
2023,9,50000000,2.9375,98,5.933,246,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476375,-99.04724999999999,High Risk
2014,10,1000000,2.6229,83,5.526,3365,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,62900000,6190.0,No Risk
1993,12,26000000,3.1277,126,7.7,4333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,206678440,694.9170769230769,No Risk
2005,9,55000000,3.046,98,6.5,2668,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,223387299,306.15872545454545,No Risk
2007,9,25000000,3.4531,101,5.895,1539,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,59768495,139.07398,No Risk
2021,7,0,3.3743,107,6.592,1162,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,14600000,inf,No Risk
2018,8,75000000,3.0548,104,7.3,2758,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,99138899,32.185198666666665,Low Risk
2017,5,22000000,3.445,91,5.332,487,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40120144,82.36429090909091,Low Risk
2011,10,15000000,2.9019,100,7.455,3304,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,133432856,789.5523733333333,No Risk
1997,9,5000000,2.9302,90,6.0,620,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,15738769,214.77537999999998,No Risk
2022,11,0,4.6998,123,6.72,483,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3564844,inf,No Risk
1973,11,750000,2.8052,113,7.559,928,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,96262,-87.16506666666668,High Risk
2019,2,11000000,2.7357,108,6.85,1740,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39055536,255.05032727272726,No Risk
2019,2,11000000,2.7357,108,6.85,1740,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39055536,255.05032727272726,No Risk
2010,12,112000000,3.0082,85,5.2,2419,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,237382724,111.94886071428571,No Risk
2006,8,33000000,3.1877,105,5.454,1812,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,62022014,87.94549696969696,Low Risk
2001,3,11000000,3.1847,95,5.1,259,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23400000,112.72727272727272,No Risk
2005,3,53000000,2.6195,118,5.474,903,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95200000,79.62264150943396,Low Risk
2016,10,0,3.6001,95,7.3,764,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2238600,inf,No Risk
1978,6,6800000,3.0802,107,6.425,749,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,26518355,289.9758088235294,No Risk
1995,12,4000000,2.6948,98,5.9,2685,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4257354,6.4338500000000005,Low Risk
1960,6,3000000,3.1318,125,8.2,2394,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,25000000,733.3333333333333,No Risk
2010,11,30000000,2.6178,133,6.996,1618,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,24200000,-19.333333333333332,Medium Risk
2020,11,5000000,2.9397,102,6.554,1670,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,15100000,202.0,No Risk
1997,7,18000000,3.4155,89,6.457,2439,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,251212670,1295.6259444444445,No Risk
2015,9,150000000,2.8421,111,5.962,2742,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,128388320,-14.407786666666667,Medium Risk
1980,9,35000000,3.2246,111,6.229,998,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27100000,-22.57142857142857,Medium Risk
1951,9,995000,3.0733,92,7.448,1144,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1850000,85.92964824120602,Low Risk
1991,3,500000,2.2705,78,7.99,479,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3800000,660.0,No Risk
2014,2,50000000,3.4544,107,6.807,5424,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,222809600,345.61920000000003,No Risk
1997,9,27000000,3.163,115,6.533,1693,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,60527873,124.1773074074074,No Risk
2007,9,55000000,3.3223,114,6.701,1242,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,74237563,34.97738727272727,Low Risk
2011,1,36000000,2.6978,84,5.866,1978,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,189712432,426.97897777777774,No Risk
2013,7,21000000,3.2177,107,6.897,499,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32768940,56.04257142857143,Low Risk
1974,2,2600000,3.5469,93,7.236,1919,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,119500000,4496.153846153846,No Risk
1993,1,32000000,2.9148,127,6.9,1477,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,36700000,14.6875,Low Risk
2016,6,75000000,3.1373,86,6.289,8143,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,875457937,1067.2772493333334,No Risk
1932,4,800000,3.4178,93,7.4,610,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,600000,-25.0,Medium Risk
2012,10,15000000,2.6712,110,6.817,3986,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33035736,120.23824,No Risk
1995,9,0,3.1947,109,7.365,680,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,47774193,inf,No Risk
2005,2,45000000,3.4461,103,6.9,2023,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50871113,13.046917777777779,Low Risk
2016,1,10000000,3.4628,98,6.0,3780,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,73929392,639.29392,No Risk
2000,2,41300000,2.9207,98,6.452,1919,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106371651,157.5584769975787,No Risk
1992,7,23000000,3.0805,103,6.336,1743,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,94999898,313.0430347826087,No Risk
2005,11,40000000,3.6444,117,6.8,938,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,46442528,16.10632,Low Risk
1998,7,26000000,3.3145,121,7.4,1482,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,98005666,276.9448692307692,No Risk
1973,8,777000,3.3102,110,7.015,1468,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,140000000,17918.018018018018,No Risk
2014,5,16000000,3.2184,122,6.5,806,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3442853,-78.48216875,High Risk
2007,6,150000000,3.2648,144,6.812,11492,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,709709780,373.13985333333335,No Risk
2020,10,18000000,3.6038,94,6.145,825,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2300000,-87.22222222222223,High Risk
2020,7,90000000,3.1958,93,7.031,1727,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,28600000,-68.22222222222221,High Risk
1953,1,1250000,3.0627,92,6.8,393,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8500000,580.0,No Risk
1977,6,7500000,3.4477,78,6.8,2531,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,169015869,2153.54492,No Risk
2005,12,100000000,3.5078,90,6.206,2477,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202026112,102.026112,No Risk
2000,6,130000000,3.4771,130,6.475,2368,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,328718434,152.86033384615385,No Risk
2018,2,3500000,2.9028,110,5.8,232,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4900000,40.0,Low Risk
2001,11,40000000,3.3648,106,6.406,1534,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,91753202,129.383005,No Risk
1986,9,5000000,3.1431,104,6.413,1936,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328203506,6464.070119999999,No Risk
1998,7,40000000,2.9622,110,6.5,2169,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,54682547,36.7063675,Low Risk
2010,8,30000000,3.435,107,6.813,1910,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,159291809,430.9726966666667,No Risk
2005,12,85000000,3.6809,146,7.662,3128,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,162242962,90.87407294117648,Low Risk
1982,6,7000000,3.3829,83,7.442,852,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,14665733,109.51047142857142,No Risk
2020,2,8819200,3.3008,129,6.9,816,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,32104054,264.02456005079824,No Risk
2002,4,3500159,2.667,112,6.308,1916,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,76578641,2087.861779993423,No Risk
1999,7,30000000,3.4079,84,6.689,861,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,133949270,346.49756666666667,No Risk
2004,9,45000000,3.5609,94,6.354,4410,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,129342769,187.42837555555556,No Risk
1999,7,27000000,2.6901,82,5.93,1156,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,56870414,110.63116296296296,No Risk
2007,8,15000000,3.2816,110,6.217,2396,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80460948,436.40632000000005,No Risk
2000,4,31000000,3.048,118,7.2,1819,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,68106245,119.69756451612903,No Risk
1996,6,54000000,2.7529,95,5.638,2951,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,128769345,138.46175,No Risk
2020,9,35000000,3.2489,130,7.688,3101,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,107423,-99.69307714285715,High Risk
2017,10,7000000,3.2423,108,7.2,887,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1600000,-77.14285714285715,High Risk
2017,5,3000000,2.9988,90,6.4,970,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4500000,50.0,Low Risk
2019,9,0,2.6735,87,6.9,533,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,43133089,inf,No Risk
2003,8,2000000,3.7449,100,6.654,1645,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10128960,406.448,No Risk
2017,10,6000000,2.7731,99,7.2,385,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,61294644,921.5774,No Risk
2017,7,0,2.5224,106,7.8,401,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,6356284,inf,No Risk
1999,2,35000000,3.4542,112,6.767,1117,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40263020,15.0372,Low Risk
1992,9,5000000,3.6057,139,7.11,777,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1862805,-62.7439,High Risk
1986,11,21000000,3.5179,118,7.145,1506,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,133000000,533.3333333333333,No Risk
2015,12,0,2.6193,116,7.6,1183,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30692889,inf,No Risk
2004,10,32000000,2.6958,97,6.719,1894,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50826898,58.83405625,Low Risk
2009,6,30000000,3.6146,109,7.379,2128,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95714875,219.04958333333332,No Risk
1995,3,0,3.4103,95,6.4,818,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30112050,inf,No Risk
1984,6,18000000,3.9689,103,6.115,1519,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31042035,72.45575,Low Risk
2008,9,80000000,3.1015,118,6.477,2898,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,178800000,123.50000000000001,No Risk
2018,9,42000000,3.3239,105,6.3,2182,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,131523093,213.15022142857143,No Risk
2000,3,30000000,2.8552,113,7.117,2037,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,47100000,56.99999999999999,Low Risk
2005,9,28000000,2.9241,136,7.504,2935,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,186800000,567.1428571428572,No Risk
2019,10,0,2.9307,108,7.3,146,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4736031,inf,No Risk
1998,12,50000000,2.8822,125,7.151,1445,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,159710793,219.421586,No Risk
2023,1,12000000,3.7162,88,6.97,468,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,53400000,345.0,No Risk
1992,9,12500000,3.0437,100,7.349,1434,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10725228,-14.198176000000002,Medium Risk
2003,8,20000000,2.9211,92,6.865,929,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44600000,123.0,No Risk
2020,1,0,3.1044,112,7.046,1185,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,26000000,inf,No Risk
2017,8,12820005,3.7012,138,8.065,1034,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,81927980,539.0635573075049,No Risk
1965,12,11000000,3.0016,200,7.549,1178,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,111858363,916.8942090909092,No Risk
2019,10,33000000,2.8948,99,6.76,1994,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49900000,51.21212121212121,Low Risk
2008,12,8500000,3.6797,98,6.414,643,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8936663,5.137211764705882,Low Risk
2020,6,6300000,3.9271,98,7.233,1871,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13416285,112.95690476190477,No Risk
2004,6,400000,3.2022,95,6.8,1931,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46118097,11429.52425,No Risk
2009,12,25000000,3.197,110,6.868,3700,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,166842739,567.370956,No Risk
2007,3,20000000,3.4484,105,6.688,3754,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,117760134,488.80067,No Risk
2006,12,85000000,3.3563,97,6.2,1382,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,148964660,75.25254117647059,Low Risk
2007,11,86000000,2.9209,84,6.5,1388,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,14373825,-83.28625,High Risk
2010,11,55000000,2.5144,119,7.205,2261,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,89500000,62.727272727272734,Low Risk
2008,2,0,3.51,112,6.9,2476,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,55447968,inf,No Risk
1996,3,31000000,2.9296,119,7.025,1182,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185300000,497.741935483871,No Risk
1981,5,2800000,2.929,87,5.8,121,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26279000,838.5357142857142,No Risk
2002,7,13000000,2.6535,94,4.611,1298,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,37700000,190.0,No Risk
2016,12,46000000,3.1592,161,7.126,3089,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,23834809,-48.185197826086956,Medium Risk
2014,2,30000000,3.0895,104,6.335,1759,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15391979,-48.693403333333336,Medium Risk
2022,4,10000,3.1671,77,5.5,42,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,100,-99.0,High Risk
2005,8,0,3.9571,97,6.708,402,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10198805,inf,No Risk
1974,12,14000000,3.0459,165,7.01,951,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,116000000,728.5714285714286,No Risk
2022,6,0,2.7098,129,7.171,478,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18632208,inf,No Risk
1974,12,14000000,3.0459,165,7.01,951,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,116000000,728.5714285714286,No Risk
2022,6,0,2.7098,129,7.171,478,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18632208,inf,No Risk
2004,9,25000000,2.5405,94,6.4,1941,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,57678321,130.713284,No Risk
2015,6,20000000,3.0722,111,7.148,840,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,43956255,119.781275,No Risk
1999,10,10000000,2.9719,112,7.722,1615,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6418028,-35.81972,Medium Risk
2000,9,32000000,3.213,129,7.484,2339,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82300000,157.1875,No Risk
2018,5,30000000,3.083,105,6.1,996,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61700416,105.66805333333333,No Risk
2003,12,79000000,3.429,154,6.928,1823,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,173013509,119.0044417721519,No Risk
2012,12,0,3.4242,108,7.5,526,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74223861,inf,No Risk
2025,3,18218260,2.5446,138,7.3,100,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1457292,-92.00092654293,High Risk
2012,4,30000000,3.1486,92,5.79,594,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54819301,82.73100333333333,Low Risk
2003,3,20000000,3.1516,105,6.275,1631,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,50700000,153.5,No Risk
2023,12,95000000,4.4408,141,7.1,294,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,67519192,-28.92716631578947,Medium Risk
1978,7,2700000,2.8547,109,7.0,1554,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141000000,5122.222222222222,No Risk
2017,12,50000000,2.7734,116,7.003,4643,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,179769467,259.538934,No Risk
2000,12,45000000,3.4023,111,6.5,3973,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212000000,371.11111111111114,No Risk
2009,7,0,3.1955,94,7.115,283,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,52119081,inf,No Risk
2019,12,25000000,3.3494,137,7.857,2312,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,50401502,101.60600799999999,No Risk
1957,10,935000,3.3157,88,8.257,3000,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1200000,28.342245989304814,Low Risk
2022,3,3000000,2.9377,83,5.335,303,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2100000,-30.0,Medium Risk
2018,12,25000000,3.3475,124,6.562,1808,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,46712809,86.851236,Low Risk
2002,8,12000000,3.2547,123,7.407,2043,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,56298474,369.15395,No Risk
2021,4,0,3.2195,107,5.7,304,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4496216,inf,No Risk
1998,1,46000000,2.8013,124,6.776,1463,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,25232289,-45.14719782608695,Medium Risk
1948,8,3000000,3.5648,133,7.4,539,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9012000,200.4,No Risk
2022,8,3000000,4.7712,94,6.196,1251,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,13900000,363.3333333333333,No Risk
2019,8,0,3.1577,90,8.1,558,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5078942,inf,No Risk
2003,11,40000000,3.3619,98,6.107,2315,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,141591324,253.97831000000002,No Risk
1998,6,60000000,3.1267,107,6.544,1406,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,128038368,113.39728,No Risk
2013,8,90000000,3.2249,106,6.028,5173,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,199850315,122.05590555555557,No Risk
2025,3,0,3.3901,120,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,66853,inf,No Risk
2020,7,0,3.0952,98,6.504,754,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,443458,inf,No Risk
1989,10,3000000,3.7927,98,5.315,1233,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11642254,288.0751333333333,No Risk
1977,6,22000000,3.1384,175,7.2,840,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,50750000,130.6818181818182,No Risk
1990,8,9500000,3.1175,125,7.021,1696,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,14569027,53.358178947368415,Low Risk
2022,3,4749917,2.8339,97,5.708,305,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1707067,-64.06111938377028,High Risk
1999,4,66000000,3.2589,112,6.226,2054,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,212404400,221.8248484848485,No Risk
2005,1,950000,3.3235,104,6.817,2610,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7000000,636.8421052631579,No Risk
2016,1,0,3.4564,145,5.8,17,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,240000,inf,No Risk
1987,2,6000000,3.4368,89,6.9,759,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,42700000,611.6666666666666,No Risk
2013,3,2900000,3.2049,86,6.0,624,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,74918,-97.41662068965518,High Risk
1955,12,1000000,2.3794,119,7.2,225,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4350000,335.0,No Risk
1998,10,85000000,3.2546,113,7.198,2339,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,71485043,-15.899949411764705,Medium Risk
2016,2,5000000,3.0596,134,7.248,1555,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,24804129,396.08258,No Risk
2023,9,0,3.2292,90,6.4,47,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,311198,inf,No Risk
2010,2,20000000,2.9867,101,6.279,2081,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,54956140,174.78070000000002,No Risk
2023,9,0,3.2292,90,6.4,47,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,311198,inf,No Risk
2010,2,20000000,2.9867,101,6.279,2081,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,54956140,174.78070000000002,No Risk
